,date,precipitation,temp_mean,temp_highest,temp_lowest,PM10,PM2.5,humidity,sunshine_sum,sunshine_rate,wind_mean,wind_max,rental,precipitation_label,PM10_label,PM2.5_label
488,2019-05-03,NA,17.9,26.1,10.1,52,22,37.5,12.4,89.9,1.6,4.4,73647,NA,2,2
489,2019-05-04,NA,19.5,27.4,12,78,44,40.4,10.7,77.5,1.7,4.1,66392,NA,2,3
490,2019-05-05,NA,19.2,26.5,13.6,57,35,35.8,11.1,79.9,2.2,5.3,66911,NA,2,2
491,2019-05-06,0,14.5,19.8,9.8,29,9,27.1,12.8,92.1,3.1,5.3,74806,1,1,1
492,2019-05-07,NA,15,21.9,8.4,42,14,33.4,12.9,92.8,2.3,5,70506,NA,2,1
493,2019-05-08,NA,15.6,21.3,10.1,44,18,48.3,12.2,87.1,2.3,5.1,70426,NA,2,2
494,2019-05-09,NA,16.6,22.9,11.7,43,19,43.3,12.1,86.4,2.2,4.5,71707,NA,2,2
495,2019-05-10,NA,17.8,26.8,10.3,52,27,48,12.3,87.9,1.9,4.1,74960,NA,2,2
496,2019-05-11,NA,20.3,28.3,13.2,55,29,39,12.7,90.1,1.8,3.9,76110,NA,2,2
497,2019-05-12,NA,21.6,28.9,14.7,47,29,36,12,85.1,1.5,3.1,73318,NA,2,2
498,2019-05-13,0,18.7,22.8,15.5,48,29,43.4,1,7.1,1.6,4.9,68389,1,2,2
499,2019-05-14,NA,19.6,26.9,12.9,36,25,44.5,13,91.5,1.6,4.1,78385,NA,2,2
500,2019-05-15,NA,20.7,28,14.8,56,34,48.1,8.4,59.2,1.7,3.9,76969,NA,2,2
501,2019-05-16,NA,23.5,30,16.7,55,32,43.8,12.5,88,1.5,4.1,75399,NA,2,2
502,2019-05-17,NA,23.6,28.3,17.6,45,29,44.9,4.2,29.6,1.2,3.2,79158,NA,2,2
503,2019-05-18,0,22.8,25.9,19.1,24,13,46.8,4.3,30.1,2.1,4.8,79583,1,1,1
504,2019-05-19,22,19.4,21.6,17.9,14,7,93,0,0,1.2,2.7,12749,3,1,1
505,2019-05-20,8.7,16.4,20.2,13,37,9,63.6,10.5,73.4,3.4,6.1,72066,2,2,1
506,2019-05-21,NA,17.2,23.8,11.7,45,14,52,13.1,91.6,2.9,5.9,80599,NA,2,1
507,2019-05-22,NA,19.5,26.5,12.3,50,22,46,12.6,87.5,2.4,5.4,80735,NA,2,2
508,2019-05-23,NA,22.1,29.2,15,60,34,45,13.2,91.7,1.7,3.5,78504,NA,2,2
509,2019-05-24,NA,24.2,33.4,16.2,67,41,46.4,12.7,88.2,1.7,4.1,77190,NA,2,3
510,2019-05-25,NA,23.4,28.6,18.4,68,43,45.6,7.1,49.3,1.6,4.2,75791,NA,2,3
511,2019-05-26,NA,24.5,31.1,18.6,33,20,39,11,75.9,1.8,4.5,74327,NA,2,2
512,2019-05-27,7.1,17.8,22.3,14.3,21,13,80.9,0,0,2.4,5.3,30670,2,1,1
513,2019-05-28,NA,18.1,24.6,11.9,22,7,45.9,13,89.7,2.6,4.9,83654,NA,1,1
514,2019-05-29,NA,20.3,26.5,13.3,39,17,48.4,13.3,91.7,2,4.9,83496,NA,2,2
515,2019-05-30,0,19.6,24.5,14.6,43,20,48,7,48.3,2.4,5.4,73814,1,2,2
516,2019-05-31,NA,19.1,23.3,16.1,18,9,49.6,12.3,84.2,2.8,5.4,83765,NA,1,1
517,2019-06-01,NA,18.9,23.7,14.8,29,19,60.5,9.4,64.4,1.9,4.2,79878,NA,1,2
518,2019-06-02,NA,21.1,27.8,14.1,31,18,42.1,13,89,1.7,4.6,77091,NA,2,2
519,2019-06-03,NA,23.1,29.5,16,34,18,42.9,12.3,84.2,1.8,5,82911,NA,2,2
520,2019-06-04,NA,22.6,29,17.6,26,16,56.4,12.8,87.7,2.2,4.4,83576,NA,1,2
521,2019-06-05,NA,23,29.6,17.8,40,23,63.8,8.9,61,1.8,4.3,81515,NA,2,2
522,2019-06-06,7.5,21.2,25.1,18.6,48,27,75.9,0,0,1.2,4.1,36945,2,2,2
523,2019-06-07,35.3,20,24.7,17,11,6,77.3,3.7,25.2,1.9,3.5,54701,4,1,1
524,2019-06-08,NA,21.9,27.6,16,20,12,57.5,9.3,63.3,1.4,4,83736,NA,1,1
525,2019-06-09,2.5,21.6,26.5,17.1,28,20,66.1,4.2,28.6,1.8,4,60371,1,1,2
526,2019-06-10,9.5,18.4,21.9,15.7,10,5,70.3,0.6,4.1,1.6,2.4,63032,2,1,1
527,2019-06-11,NA,20.5,26.1,15.5,11,5,51.1,10.7,72.8,1.4,3,85776,NA,1,1
528,2019-06-12,NA,21.5,26.4,16.1,25,13,57.1,13,88.4,1.8,4.6,83506,NA,1,1
529,2019-06-13,NA,23,28.8,16.6,24,15,51.9,12.3,83.7,1.7,4,81540,NA,1,1
530,2019-06-14,NA,23,28.4,19.1,25,18,54.8,6.1,41.2,1.8,4.2,85533,NA,1,2
531,2019-06-15,2.1,21.9,27.4,17.9,29,17,61.5,12.2,82.4,2.4,5.3,71883,1,1,2
532,2019-06-16,NA,22,27.2,16.1,12,8,55.4,11.1,75,1.6,4.7,81803,NA,1,1
533,2019-06-17,0,21.7,26.2,18.1,20,12,59.1,12.7,85.8,2.3,4.1,86987,1,1,1
534,2019-06-18,13.8,20.8,24.8,17,25,16,78.6,2,13.5,1.5,4,42393,2,1,2
535,2019-06-19,0.2,21.4,25.4,18.9,27,19,77.8,0.9,6.1,1.9,4.1,79958,1,1,2
536,2019-06-20,NA,22.7,27.8,19.8,24,16,70.6,6.9,46.6,1.9,4.2,88226,NA,1,2
537,2019-06-21,0.2,22.1,26.1,19.4,24,15,72.9,3.4,23,1.7,3.7,81089,1,1,1
538,2019-06-22,NA,24.2,30.6,17.7,11,6,42.3,13,87.8,1.5,2.9,85728,NA,1,1
539,2019-06-23,NA,25,31,19.1,11,6,40.4,12.9,87.2,1.8,4.4,79269,NA,1,1
540,2019-06-24,NA,25.2,30.9,20.9,20,12,46.9,13.6,91.9,2,4.1,88432,NA,1,1
541,2019-06-25,NA,25.6,32.8,19.5,29,18,49.1,13.4,90.5,1.6,4.2,88096,NA,1,2
542,2019-06-26,0,25.5,29.5,20.7,31,20,52.6,1.1,7.4,1.3,3.1,81274,1,2,2
543,2019-06-27,1.4,25.5,31.2,21.9,18,12,70.5,3.9,26.4,1.4,3.5,79234,1,1,1
544,2019-06-28,0,24.7,29,22.3,40,28,67.3,2.4,16.2,1.7,3.8,77056,1,2,2
545,2019-06-29,1.5,23.1,27.7,19.6,22,15,72,4.1,27.7,1.2,3.2,67346,1,1,1
546,2019-06-30,0,23.9,28.5,20.9,31,22,73.5,5.2,35.4,2.3,4.5,74994,1,2,2
547,2019-07-01,NA,23.9,28.9,20.6,31,21,64.4,10.9,74.1,2.3,5.2,92814,NA,2,2
548,2019-07-02,NA,24.4,30.1,20.8,28,19,63.5,11.9,81,2.3,4.3,94783,NA,1,2
549,2019-07-03,NA,24.1,27.4,21.2,29,20,64.6,3.3,22.4,1.7,3.8,94773,NA,1,2
550,2019-07-04,NA,25.4,32.8,20,28,17,59.6,12.7,86.4,1.9,4.5,90397,NA,1,2
551,2019-07-05,0,27.6,35,20.2,32,20,42.1,11.8,80.3,1.5,4.3,83994,1,2,2
552,2019-07-06,NA,29.7,36.1,24.6,29,21,40.9,11.8,80.3,1.7,3.9,70246,NA,1,2
553,2019-07-07,NA,26.7,32.5,22.7,19,12,43.3,9.8,66.7,2.2,3.3,75116,NA,1,1
554,2019-07-08,NA,25.1,31,21.2,10,5,46.6,9.3,63.7,2,3.3,93609,NA,1,1
555,2019-07-09,NA,25,30,19.7,10,6,46.4,7.7,52.7,1.8,3.1,95859,NA,1,1
556,2019-07-10,8.5,22.7,27.3,19.3,10,6,64.1,3.1,21.2,2,3.3,43842,2,1,1
557,2019-07-11,2.9,21.9,25.9,19.5,8,4,76.9,0,0,1.3,2.8,65003,1,1,1
558,2019-07-12,NA,23.6,28.7,20,14,8,65.5,7,47.9,2,4.4,94473,NA,1,1
559,2019-07-13,0,24.9,29.7,22.1,30,22,67.3,4.1,28.1,1.7,3.9,81067,1,1,2
560,2019-07-14,NA,25.9,31.6,21.2,38,29,64.6,7.8,53.8,1.6,3.8,74259,NA,2,2
561,2019-07-15,7.7,23.8,27.4,22.1,33,23,80,0.1,0.7,1.1,3,57917,2,2,2
562,2019-07-16,6.3,24.7,28.8,21.4,25,19,79,4,27.6,1.3,3.4,82285,2,1,2
563,2019-07-17,0.7,25.6,29.2,22.3,57,41,73.9,1,6.9,1.2,2.9,84261,1,2,3
564,2019-07-18,NA,26.9,32.1,23.3,64,48,65,3.2,22.1,1.2,3.2,81613,NA,2,3
565,2019-07-19,0,28.6,35,22.8,34,17,61.3,9.8,68.1,1.5,4.6,77449,1,2,2
566,2019-07-20,1.1,28,31.9,25.1,9,5,66.9,1.2,8.3,2.1,3.6,56648,1,1,1
567,2019-07-21,6.2,25.1,27,24.2,15,10,87.1,0.6,4.2,2.2,4.4,46130,2,1,1
568,2019-07-22,0.1,26.7,31,24.2,43,32,74.6,6.1,42.4,2.2,3.6,82781,1,2,2
569,2019-07-23,NA,28.1,32.9,24.4,26,17,70.8,4,27.8,1.7,3.6,83206,NA,1,2
570,2019-07-24,1,26.5,27.2,25.2,24,16,82.3,0,0,1.6,3.4,59020,1,1,2
571,2019-07-25,9.7,26.3,27.4,25.6,25,17,90.1,0,0,1.2,3.4,34778,2,1,2
572,2019-07-26,60,25.1,25.9,23.7,18,13,95.3,0,0,1.7,4.5,22789,4,1,1
573,2019-07-27,0.6,28.4,33.4,24.9,20,12,76.6,4.7,32.9,1.3,3.9,50955,1,1,1
574,2019-07-28,25.6,26.1,28.2,25,15,NA,88.3,0,0,2.2,4.8,23342,3,1,NA
575,2019-07-29,0.5,27.5,30,25.6,14,12,74.5,2.6,18.3,2.6,5,74046,1,1,1
576,2019-07-30,1.2,28.1,30.8,26.3,19,12,75.3,1.6,11.3,3.4,5.9,69757,1,1,1
577,2019-07-31,62.3,25.8,27.5,24,17,12,91.1,0,0,2.2,5.3,26874,4,1,1
578,2019-08-01,26.9,26.3,30.1,23.5,14,9,86.4,4.9,34.8,1.7,4.6,59803,3,1,1
579,2019-08-02,NA,28.4,33.1,24.7,19,13,74.6,8.3,58.9,1.2,3,67510,NA,1,1
580,2019-08-03,3,29.4,36,25.6,21,15,69,10.6,75.7,1.3,4.5,49047,2,1,1
581,2019-08-04,8.6,28.3,34.4,25,27,NA,75.9,8.6,61.4,1.2,3.3,46477,2,1,NA
582,2019-08-05,NA,30.5,35.9,25.6,37,31,65.5,11.2,80,1.1,3.2,65085,NA,2,2
583,2019-08-06,NA,31.6,36.8,27.9,27,23,51.4,9.9,71.2,1.5,2.8,66703,NA,1,2
584,2019-08-07,8,26.9,30.3,23.9,20,13,78.1,1.9,13.7,1.2,2.8,50804,2,1,1
585,2019-08-08,0,28.9,32.7,25.9,40,33,71.4,7.5,54,1.6,3.6,69748,1,2,2
586,2019-08-09,NA,29.8,34.6,26,27,20,69,10.8,77.7,1.3,4.1,67491,NA,1,2
587,2019-08-10,NA,31.5,36.5,26.6,20,13,57.9,11.6,84.1,1.5,3.4,54162,NA,1,1
588,2019-08-11,6.7,30.4,35.7,26.3,17,12,53.6,9.8,71,2.5,4.1,43351,2,1,1
589,2019-08-12,56.2,26.6,28.5,24.8,19,14,91.8,0.3,2.2,1.3,2.3,24386,4,1,1
590,2019-08-13,6.4,29.2,35.3,25.1,22,15,76.9,7.3,53.3,1.5,4.7,63749,2,1,1
591,2019-08-14,NA,30.4,35.7,25.9,17,11,63.9,9.2,67.2,1.5,3.1,65452,NA,1,1
592,2019-08-15,16.2,25.9,28.6,23.9,9,5,82,0.1,0.7,1.3,2.7,32229,3,1,1
593,2019-08-16,0.1,25.9,29.5,23,16,10,74.5,7.5,55.1,2.2,5,71161,1,1,1
594,2019-08-17,0,25.9,28.8,23.4,31,21,69.5,8.1,59.6,2.5,4.6,72259,1,2,2
595,2019-08-18,NA,25.6,30.7,22.6,21,15,66.5,10.7,79.3,1.7,3.2,72588,NA,1,1
596,2019-08-19,NA,26.3,31.3,21.2,23,17,60.6,11.1,82.2,1.1,2.7,81832,NA,1,2
597,2019-08-20,NA,28.2,32.8,23.2,28,22,56.3,10.5,77.8,1.5,3.2,82116,NA,1,2
598,2019-08-21,1.3,27,30.4,24.4,29,23,67.3,3.2,23.9,1.2,3.2,56957,1,1,2
599,2019-08-22,NA,26.9,31.4,23,39,30,66.5,10.7,79.9,1.7,4.4,82232,NA,2,2
600,2019-08-23,NA,26.2,30.5,22.7,31,20,58.4,12,89.6,2.1,4.4,86624,NA,2,2
601,2019-08-24,NA,24.1,27.3,21.5,22,12,60.9,3,22.6,1.5,3.5,85630,NA,1,1
602,2019-08-25,NA,25,29.9,20.2,20,14,66.6,9.9,74.4,1.5,4,81028,NA,1,1
603,2019-08-26,NA,26.4,32.1,21.5,25,17,63.8,9.2,69.7,1.2,4,87770,NA,1,2
604,2019-08-27,20,25.7,29.3,22.2,25,19,71.1,5.6,42.4,1,2.5,83107,3,1,2
605,2019-08-28,NA,26.1,30.2,23.6,29,21,66.2,NA,0,1.9,4.3,88718,NA,1,2
606,2019-08-29,36.9,23.4,26.4,20.1,26,21,77.1,4.9,37.4,2.2,7.5,65708,4,1,2
607,2019-08-30,0.2,22.6,27,19.5,20,11,66.3,8.8,67.2,2.4,5,86733,1,1,1
608,2019-08-31,NA,23.5,28.9,18.5,19,11,65,12.1,92.4,1.9,4.7,90724,NA,1,1
609,2019-09-01,NA,23.7,27.8,19.2,19,13,64,6.9,53.1,1.4,2.9,89191,NA,1,1
610,2019-09-02,NA,24.4,29.7,19.4,25,16,56.6,7.4,56.9,1.6,3.5,92510,NA,1,2
611,2019-09-03,0,24.1,28,22,23,15,67.6,2.9,22.5,2.3,3.8,74801,1,1,1
612,2019-09-04,22.7,22.8,25.5,21.2,6,3,89,1.1,8.5,2.5,4.5,27168,3,1,1
613,2019-09-05,36.4,23,27.6,21.5,9,6,91.4,1.5,11.6,2,5,33929,4,1,1
614,2019-09-06,2.4,25.3,29.1,21.6,13,8,79.8,0.4,3.1,2.1,3.4,16631,1,1,1
615,2019-09-08,0,24.7,27.3,22.9,NA,NA,76.9,1.4,11,1.9,4.8,52055,1,NA,NA
616,2019-09-09,0,25.1,28,22.4,35,26,74.3,2,15.7,1.7,3.6,68370,1,2,2
617,2019-09-10,63.2,23.8,26.5,22.1,13,9,93.4,1,7.9,2.4,4,18265,4,1,1
618,2019-09-11,7.6,24.3,28.7,20.4,6,4,71.4,6.9,54.8,3.1,4.7,75328,2,1,1
619,2019-09-12,3.9,21,22.9,18.7,15,5,72.3,0,0,2.6,4.8,32059,2,1,1
620,2019-09-13,0.1,23.3,29.3,18.3,16,6,60.4,10.9,87.2,1.7,3.5,57065,1,1,1
621,2019-09-14,0.3,22.4,24.1,20.8,20,11,80,0.2,1.6,1.2,2.9,48756,1,1,1
622,2019-09-15,NA,24.2,30,19.5,16,10,70.4,10.6,84.8,1.7,4.1,82678,NA,1,1
623,2019-09-16,NA,24.5,30.5,20.7,14,7,53,9.4,75.8,2.1,4.5,89807,NA,1,1
624,2019-09-17,NA,23.5,29,18,16,9,41.6,10.6,85.5,2.1,4.4,92153,NA,1,1
625,2019-09-18,NA,21,25.4,16,29,13,46,11.7,94.4,3.1,4.9,92045,NA,1,1
626,2019-09-19,NA,19.5,26,13.6,27,11,46.5,10.2,82.9,1.9,4.3,91554,NA,1,1
627,2019-09-20,NA,19.6,24.2,15.8,23,10,52.8,1.3,10.6,2.1,3.5,94246,NA,1,1
628,2019-09-21,NA,19.6,22.1,18.3,17,9,60.3,0,0,2,3.7,86676,NA,1,1
629,2019-09-22,0.4,18.6,19.6,17.3,5,4,63.4,0,0,3.8,6.4,41173,1,1,1
630,2019-09-23,NA,20,24.6,16.9,12,6,51.1,9,73.8,2.2,5,92006,NA,1,1
631,2019-09-24,NA,19.8,26.5,13.9,22,13,61.3,11.4,94.2,1.8,3.5,93546,NA,1,1
632,2019-09-25,NA,20.9,27.4,14.8,27,17,64.4,8.8,72.7,1.4,3,92665,NA,1,2
633,2019-09-26,NA,22.9,29,17.7,26,17,59.3,8.1,67.5,1.9,3.3,92247,NA,1,2
634,2019-09-27,NA,22.9,27,19.6,21,13,57.5,3.5,29.2,1.9,3.1,93345,NA,1,1
635,2019-09-28,NA,23.7,29.2,19.4,28,20,58.9,10.1,84.2,1.7,3.3,89550,NA,1,2
636,2019-09-29,NA,22.6,28.6,17.9,35,27,60.6,11.1,93.3,1.7,4,86133,NA,2,2
637,2019-09-30,NA,22.4,29.9,16.4,45,33,61,10.5,88.2,1.6,3.4,88270,NA,2,2
638,2019-10-01,NA,23.1,28.2,17.6,45,34,67.1,7.5,63.6,1.8,4.4,88575,NA,2,2
639,2019-10-02,23.1,21.6,24.2,20,24,18,88,0,0,3,5.5,27368,3,1,2
640,2019-10-03,4.6,22.4,27.3,19.8,8,4,73.4,6,50.8,2.8,4.9,75438,2,1,1
641,2019-10-04,NA,22.4,27.8,18,23,16,71.5,9.9,84.6,2.1,3.9,94912,NA,1,2
642,2019-10-05,0.6,18.7,21.9,14.7,40,25,72.6,2.3,19.7,2.9,4.6,83020,1,2,2
643,2019-10-06,NA,18.1,22.7,13.2,11,5,53.4,9.4,81,2.9,4.8,82855,NA,1,1
644,2019-10-07,25.4,14.8,17.9,13.3,11,7,92,0,0,1.8,3.6,21875,3,1,1
645,2019-10-08,NA,14.7,19.8,10.6,21,11,58.8,10.3,88.8,2.6,6.2,81524,NA,1,1
646,2019-10-09,NA,13.6,20.4,7.7,22,10,48.3,10.6,92.2,1.7,3.8,85638,NA,1,1
647,2019-10-10,NA,15.2,19.8,10.7,28,16,60.9,1.1,9.6,1.3,2.8,81742,NA,1,2
648,2019-10-11,NA,18.8,26.1,13,33,21,60,10.3,90.4,1.9,4.9,92155,NA,2,2
649,2019-10-12,NA,17.9,23.3,13.3,23,12,49.3,10.5,92.1,3.5,6.7,84843,NA,1,1
650,2019-10-13,NA,17.2,23.8,12.1,18,9,52.6,10.6,93,1.9,4.1,84368,NA,1,1
651,2019-10-14,NA,14.4,19.6,9.5,30,18,56.9,10.1,89.4,2.5,5.1,79509,NA,1,2
652,2019-10-15,NA,14.5,20.4,8.8,17,9,55.6,7.7,68.1,1.6,4.3,85516,NA,1,1
653,2019-10-16,NA,14.6,20.8,9,24,15,58.3,9.8,87.5,1.6,3.6,84549,NA,1,1
654,2019-10-17,NA,15.4,21.6,11.2,28,18,56,7.4,66.1,1.7,3.5,85596,NA,1,2
655,2019-10-18,NA,17,22.7,12,17,11,58.3,8,71.4,2.4,4.3,89551,NA,1,1
656,2019-10-19,NA,17,23.1,12.1,20,11,63.8,10.2,91.9,1.8,3.7,87553,NA,1,1
657,2019-10-20,NA,16.5,22.9,12,33,21,70.3,9.3,83.8,1.3,3,79300,NA,2,2
658,2019-10-21,NA,17.1,24.6,10.9,39,26,61,9.6,86.5,1,2.4,84488,NA,2,2
659,2019-10-22,NA,18.1,24.4,13.3,39,26,56.1,9.1,82.7,1.6,3.3,88478,NA,2,2
660,2019-10-23,NA,17,20.7,14.3,22,15,57.3,0.7,6.4,2.4,4.4,87991,NA,1,1
661,2019-10-24,NA,18.3,23.8,15.3,28,18,47.6,6.6,60.6,2.7,5.1,89520,NA,1,2
662,2019-10-25,0,16.7,22,13.1,23,11,58,7.1,65.1,2.4,5.6,84617,1,1,1
663,2019-10-26,NA,10,14.9,6.6,22,14,60,8.7,79.8,2.5,5.2,67578,NA,1,1
664,2019-10-27,NA,11,17.4,4.7,23,14,59,9.8,90.7,1.6,4.2,65774,NA,1,1
665,2019-10-28,1.7,12.9,17.7,7.4,30,20,65.9,7.3,67.6,2.5,4.7,67175,1,1,2
666,2019-10-29,0.1,12.5,17.6,8.2,65,15,61,9,83.3,2.3,5.2,71135,1,2,1
667,2019-10-30,NA,11.2,17.7,5,25,12,60.3,9.6,89.7,1.6,3.8,76898,NA,1,1
668,2019-10-31,NA,14.8,19.7,8.4,66,23,73.8,8,74.8,2.3,5.2,76860,NA,2,2
669,2019-11-01,NA,14.9,20.5,11.4,100,36,57.9,9.5,88.8,1.8,3.9,77604,NA,3,3
670,2019-11-02,NA,13.6,18.7,8.3,66,35,57.3,3.3,31.1,1.5,2.9,68223,NA,2,2
671,2019-11-03,NA,14.7,22.1,9.4,53,33,57.8,7.8,73.6,2.1,4.7,67452,NA,2,2
672,2019-11-04,NA,13.8,20.3,9.2,14,7,57.8,9.7,91.5,2.1,3.7,78874,NA,1,1
673,2019-11-05,NA,12.4,18.4,8.4,32,20,65.1,8,76.2,1.6,3.8,78675,NA,2,2
674,2019-11-06,NA,11,16.5,6.3,48,32,63.6,7.5,71.4,1.8,4.4,74812,NA,2,2
675,2019-11-07,NA,9.2,13.6,5,44,24,42.8,9.5,91.3,2.7,5.3,68315,NA,2,2
676,2019-11-08,NA,6.8,13,1.1,44,18,31.4,9.7,93.3,1.9,4.4,65110,NA,2,2
677,2019-11-09,NA,9.5,17.2,3.5,41,22,41.4,9.7,93.3,1.6,4.2,60693,NA,2,2
678,2019-11-10,11.8,10,15.3,6.2,39,26,59.6,3.3,32,2.1,3.8,40503,2,2,2
679,2019-11-11,1.1,11.2,15.1,7.9,23,14,71.6,7.2,69.9,2.4,4.8,58957,1,1,1
680,2019-11-12,NA,9.3,14.5,4.8,38,23,63.6,5.7,55.3,1.4,2.7,68210,NA,2,2
681,2019-11-13,7.5,7.2,11.3,3,34,20,72.3,0,0,2.8,6,39198,2,2,2
682,2019-11-14,NA,1.3,5,-2.5,19,6,30.6,9.7,95.1,2.9,5.8,45095,NA,1,1
683,2019-11-15,18.8,5.6,7.6,1.4,22,13,87.4,0.1,1,2,3.5,15069,3,1,1
684,2019-11-16,NA,6.8,12.7,3.8,31,21,81.3,5.6,54.9,1.6,3,45493,NA,2,2
685,2019-11-17,21.1,8.3,10.5,5.6,26,16,79.4,0,0,3.1,6.4,11303,3,1,2
686,2019-11-18,14.7,4.6,12.7,0.4,71,12,59.8,8,79.2,3.9,7,37496,2,2,1
687,2019-11-19,0,0.2,4,-3.5,28,9,48,9.4,93.1,2.8,5.8,40356,1,1,1
688,2019-11-20,NA,0.5,6.3,-4.6,20,11,35.5,9.4,93.1,1.8,4.6,42026,NA,1,1
689,2019-11-21,NA,4.2,9,-2.3,34,19,37.4,5.7,57,1.9,4.2,47091,NA,2,2
690,2019-11-22,NA,9.7,17.3,3,40,21,34.1,9,90,2.1,4.8,56700,NA,2,2
691,2019-11-23,NA,12.1,17.7,7.7,33,19,52,8,80,1.8,3.6,54283,NA,2,2
692,2019-11-24,3.8,9.8,15.6,4.6,32,20,74.6,1.8,18.2,2.2,6,24304,2,2,2
693,2019-11-25,NA,1.9,6,-1.2,24,15,62.1,5.8,58.6,2.7,5.9,42677,NA,1,1
694,2019-11-26,NA,6.6,13.7,1.2,25,17,64,7.9,79.8,2,4.5,52464,NA,1,2
695,2019-11-27,NA,3.1,6.8,0.3,33,21,50.8,8.3,83.8,2.7,4.6,46248,NA,2,2
696,2019-11-28,NA,3.5,10.4,-0.6,33,20,52.4,9,91.8,2,4.3,46983,NA,2,2
697,2019-11-29,NA,1.5,6.9,-3.4,43,30,42.8,9.3,94.9,2,4,44689,NA,2,2
698,2019-11-30,NA,4.1,9.3,-1.4,44,34,42.6,5.3,54.1,1.7,3.4,38366,NA,2,2
699,2019-12-01,3.3,4.6,6.2,2.3,38,30,79.4,0,0,1.6,4.1,9680,2,2,2
700,2019-12-02,NA,-0.1,2.8,-3.2,21,15,48,8.8,89.8,3.1,6.2,34397,NA,1,1
701,2019-12-03,0.6,0.5,4.2,-5,26,17,61.3,3.1,31.6,1.6,3.6,33580,1,1,2
702,2019-12-04,0,2,7.2,-2,27,18,41.6,8.7,89.7,1.8,4.4,38576,1,1,2
703,2019-12-05,NA,-4.4,-0.2,-8.5,19,13,31.9,9.2,94.8,3.2,6,29277,NA,1,1
704,2019-12-06,NA,-5.9,-1,-10.6,29,20,34.5,9.3,95.9,1.7,3.8,26723,NA,1,2
705,2019-12-07,0.1,-2.4,1.2,-5.5,45,36,65,1.1,11.3,1.7,3.1,23013,1,2,3
706,2019-12-08,NA,-0.9,4.9,-5.5,55,48,65.1,8.9,91.8,1.4,3.2,22597,NA,2,3
707,2019-12-09,0,3.2,8,-1.3,62,54,56.8,1.4,14.4,2.5,3.9,34140,1,2,3
708,2019-12-10,1.7,8.1,10.8,6,97,80,82.3,2,20.6,1.2,3.5,33275,1,3,4
709,2019-12-11,0.2,6.3,9.8,0.1,79,60,62,5.2,54.2,3.4,7.2,34049,1,2,3
710,2019-12-12,NA,-0.7,3.4,-3.5,21,18,45.4,9.1,94.8,1.8,4.2,33704,NA,1,2
711,2019-12-13,1,2.1,5.9,-3.7,28,20,53.6,3.4,35.4,2,4.3,34258,1,1,2
712,2019-12-14,0,2.7,6.4,-0.1,38,29,58.3,8.3,86.5,2.3,5.3,27424,1,2,2
713,2019-12-15,NA,5.3,11,0.4,34,28,52.5,7.3,76,2,3.6,29692,NA,2,2
714,2019-12-16,NA,7.8,12.9,2.1,35,25,58.9,6.6,68.8,1.9,3.2,41750,NA,2,2
715,2019-12-17,9.8,7.7,10.2,3.2,27,21,81.4,0,0,2.3,4.5,25644,2,1,2
716,2019-12-18,NA,0.8,5.2,-1.7,40,30,64.6,8.4,87.5,2.5,4.2,34899,NA,2,2
717,2019-12-19,0,-0.8,3.1,-4.5,29,20,47.8,8.5,88.5,2.4,4.8,32972,1,1,2
718,2019-12-20,0,-1.1,2,-3.5,30,22,45.3,8.9,92.7,2.3,3.9,32521,1,1,2
719,2019-12-21,0.6,-1.2,1.5,-5.1,37,26,68.1,1.9,19.8,1.7,2.9,20302,1,2,2
720,2019-12-22,0.3,4.1,8.4,0.3,60,45,63.4,5.2,54.2,1.7,3.5,24430,1,2,3
721,2019-12-23,2.9,3.4,5.2,0.3,53,42,80.4,2.4,25,2,4.2,29028,1,2,3
722,2019-12-24,NA,0.8,6.5,-2.9,77,59,67.9,8,83.3,1.4,3.1,33334,NA,2,3
723,2019-12-25,NA,2,6.6,-2.7,55,42,60.8,3.3,34.4,1,3.2,22428,NA,2,3
724,2019-12-26,0.3,2,4.1,-2.4,50,35,59,1.3,13.5,2.4,5.2,25007,1,2,2
725,2019-12-27,NA,-1.7,2.6,-4.6,36,27,45.4,9,93.8,2.1,4.3,29243,NA,2,2
726,2019-12-28,NA,1.1,6.1,-3.6,44,30,47.6,5.8,60.4,2,3.7,26046,NA,2,2
727,2019-12-29,1.4,3.8,6.2,1.1,46,31,52.5,0,0,2.9,4.4,18701,1,2,2
728,2019-12-30,0.4,2.7,6.8,-5.7,40,29,70.3,0,0,2.9,7.4,22952,1,2,2
729,2019-12-31,0,-7.9,-4.5,-10.9,27,19,39.3,9.1,94.8,3.1,7.5,18436,1,1,2
730,2020-01-01,0.1,-2.2,0.3,-6.5,34,24,64.4,0.8,8.3,0.6,2.6,16236,1,2,2
731,2020-01-02,NA,1,3.8,-0.7,59,45,65.4,0,0,1.2,4,28890,NA,2,3
732,2020-01-03,NA,-0.1,4.6,-3.4,66,48,56.9,8.8,90.7,1.7,3.5,30809,NA,2,3
733,2020-01-04,NA,1.2,6.1,-2.8,56,41,50.8,7.9,81.4,1.9,4.5,25709,NA,2,3
734,2020-01-05,NA,1.3,6.6,-3.2,53,39,45.6,7.1,73.2,1.1,2.9,23206,NA,2,3
735,2020-01-06,1.8,3.1,4.6,0.6,41,31,65.4,0,0,3.1,5.4,15381,1,2,2
736,2020-01-07,46.3,6.3,7.7,4.2,10,8,95,0,0,4,6.3,1920,4,1,1
