"date","precipitation","temp_mean","temp_highest","temp_lowest","PM10","PM2.5","humidity","sunshine_sum","sunshine_rate","wind_mean","wind_max","rental","weekday","season","precipitation2","pred"
2019-01-05,2.46179775280899,-2.8,1.1,-5.5,62,37,40.3,8.6,88.7,2.2,4.3,12380,"주말","겨울",6.06044817573539,5081.02071275606
2019-01-06,2.46179775280899,-2.8,2.7,-6.3,44,19,35,7.7,79.4,1.2,3.2,11094,"주말","겨울",6.06044817573539,12181.9686728009
2019-01-07,2.46179775280899,-1.9,3.1,-6.2,50,30,46.4,7,72.2,1.4,4.7,16795,"평일","겨울",6.06044817573539,11550.1740817044
2019-01-08,2.46179775280899,-3.5,0.5,-7.2,39,17,31,8.7,89.7,2.6,6.5,15833,"평일","겨울",6.06044817573539,9140.82579339369
2019-01-09,2.46179775280899,-4.7,1.3,-9.4,44,19,28.8,7.4,76.3,1.3,3.5,15819,"평일","겨울",6.06044817573539,16694.0741286575
2019-01-10,2.46179775280899,-0.6,3,-4.5,54,29,48.8,3.1,31.6,1.3,3.8,17894,"평일","겨울",6.06044817573539,11937.0023696391
2019-01-11,2.46179775280899,2.4,7.2,-0.4,70,46,58.8,6.9,70.4,1,2.6,19271,"평일","겨울",6.06044817573539,15907.6465131062
2019-01-12,2.46179775280899,2.8,8,-0.6,93,64,47.6,6,61.2,1.3,3.5,14519,"주말","겨울",6.06044817573539,12550.9591160935
2019-01-13,2.46179775280899,1.2,7.6,-3,102,67,54.3,8.6,87.8,1.4,3.2,11751,"주말","겨울",6.06044817573539,11886.5028845464
2019-01-14,2.46179775280899,1.4,5.3,-2.4,158,112,68.6,0.4,4.1,0.9,2.5,14818,"평일","겨울",6.06044817573539,7632.31407370268
2019-01-15,0,-1.7,2.6,-7.2,130,79,58.8,4.7,47.5,2.7,6.1,14761,"평일","겨울",0,5658.1533385786
2019-01-16,0,-5.2,-1.1,-10.1,45,16,45.9,8.6,86.9,2.3,4.3,15823,"평일","겨울",0,10859.0800057615
2019-01-17,0,-0.3,4,-3.2,40,19,45.8,8.7,87.9,1.7,5,17960,"평일","겨울",0,15320.8089807549
2019-01-18,2.46179775280899,0.6,6.7,-4.6,49,29,44,8.5,85.9,1.3,4.5,18901,"평일","겨울",6.06044817573539,18499.133268872
2019-01-19,2.46179775280899,3.6,8.5,0,90,58,59.8,2.9,29.3,1.2,3,14883,"주말","겨울",6.06044817573539,12112.7512597287
2019-01-20,2.46179775280899,-1.4,4,-5.5,62,30,38.5,8.8,88,3.2,5.5,11191,"주말","겨울",6.06044817573539,10647.1628298883
2019-01-21,0,-1.2,4.2,-6.7,42,20,57.8,1,10,1.6,4.3,17240,"평일","겨울",0,15302.2705455927
2019-01-22,2.46179775280899,1.7,7.1,-3.3,62,26,62,8.5,85,1.7,4.4,19885,"평일","겨울",6.06044817573539,15586.1777650761
2019-01-23,2.46179775280899,2,7,-0.8,71,42,48.9,8.6,86,2.3,5.1,19163,"평일","겨울",6.06044817573539,15878.894388958
2019-01-24,2.46179775280899,0.1,6.5,-4.6,38,19,34.9,8.8,87.1,1.7,3.5,20057,"평일","겨울",6.06044817573539,23772.5605633204
2019-01-25,2.46179775280899,-1.2,2.6,-3.8,40,18,27.6,8.7,86.1,2.6,5.5,18159,"평일","겨울",6.06044817573539,16048.5831553931
2019-01-26,2.46179775280899,-2.5,2.4,-6.5,38,17,30.9,8.8,87.1,2.4,4.4,13203,"주말","겨울",6.06044817573539,13316.0363899287
2019-01-27,2.46179775280899,-0.1,5.1,-6.6,37,19,52.5,6.7,65.7,1.7,3.7,12440,"주말","겨울",6.06044817573539,13043.0966598554
2019-01-28,0,1.2,4.5,-2.4,75,21,40.4,8.7,85.3,3.1,6.8,17317,"평일","겨울",0,15204.2674829371
2019-01-29,2.46179775280899,-0.2,7,-5.6,61,19,35.5,8.7,85.3,1.5,3.7,19477,"평일","겨울",6.06044817573539,25233.0578555186
2019-01-30,2.46179775280899,1.8,6.6,-2.8,56,27,54.6,7.7,74.8,1.5,3.8,20677,"평일","겨울",6.06044817573539,18396.3232190696
2019-01-31,2.46179775280899,-2,2.3,-6.2,65,20,29,3.4,33,2.9,4.7,17649,"평일","겨울",6.06044817573539,17093.1727561435
2019-02-01,0.3,-2.1,2.8,-7.4,37,16,47.6,5.7,55.3,1.7,4.9,17696,"평일","겨울",0.09,16279.8642679296
2019-02-02,0,1.4,6.1,-3.2,54,31,60,1.6,15.5,1,1.8,13742,"주말","겨울",0,15710.156089221
2019-02-03,16,3.3,4.9,2,37,24,92.9,0,0,1.7,4,2010,"주말","겨울",256,-8915.8561981874
2019-02-04,2.46179775280899,-0.6,3,-3.3,70,34,40.4,8.6,82.7,2.1,4.9,8562,"평일","겨울",6.06044817573539,15263.304706493
2019-02-05,2.46179775280899,2.8,10.1,-3.6,72,24,37.1,7.8,74.3,1,2.9,9119,"평일","겨울",6.06044817573539,30499.8482457139
2019-02-06,2.46179775280899,5.1,9.3,0.1,85,29,54.9,3.3,31.4,1.3,3.1,13694,"평일","겨울",6.06044817573539,21530.8902982842
2019-02-07,0.5,-2.1,6.3,-8.2,61,29,45.5,8.7,82.9,3.5,5.5,14533,"평일","겨울",0.25,23221.4461447687
2019-02-08,2.46179775280899,-6.1,-1.3,-10.2,29,15,31.5,8.4,79.2,2.3,4.7,14782,"평일","겨울",6.06044817573539,15985.86236667
2019-02-09,2.46179775280899,-5.4,-1.9,-8.6,32,15,30,9.3,87.7,2.7,4.9,11760,"주말","겨울",6.06044817573539,10055.1825907188
2019-02-10,2.46179775280899,-5,-1.9,-9.1,39,20,31.3,2.2,20.8,1.7,3.6,9759,"주말","겨울",6.06044817573539,8820.5427021509
2019-02-11,2.46179775280899,-3,2,-7.5,35,20,34.9,9.4,87.9,2.3,4.9,16881,"평일","겨울",6.06044817573539,19203.753721087
2019-02-12,0,-0.6,3.7,-4.1,53,33,35.5,8.5,79.4,1.9,4.3,18862,"평일","겨울",0,21926.6799520704
2019-02-13,2.46179775280899,-2.1,2.5,-5.7,34,18,26.6,9.2,86,2.4,5.1,18411,"평일","겨울",6.06044817573539,21001.8854985752
2019-02-14,2.46179775280899,-0.5,6.3,-5.9,43,21,24.3,9.2,85.2,1.4,3.2,19376,"평일","겨울",6.06044817573539,30497.1708326271
2019-02-15,2.2,-0.8,0.9,-2.9,36,24,72.8,0,0,1.9,4,9213,"평일","겨울",4.84,5460.70520920983
2019-02-16,0.2,-2.7,1.5,-5.1,56,44,59,8.8,80.7,2.6,4.6,12641,"주말","겨울",0.04,9866.50153233905
2019-02-17,2.46179775280899,-1.8,4.6,-6.8,32,22,47.4,9.8,89.9,1.9,4.2,13390,"주말","겨울",6.06044817573539,18288.3106813794
2019-02-18,2.46179775280899,0.9,5.9,-4.7,36,22,43.5,5.6,51.4,1.3,2.8,19916,"평일","겨울",6.06044817573539,24072.8197308264
2019-02-19,4.6,1.4,3,0.2,38,28,80.8,0.6,5.5,1.4,3.9,11689,"평일","겨울",21.16,4646.86266650595
2019-02-20,0,1.7,4.5,-0.1,52,42,67.8,2.2,20,2.1,4.1,19572,"평일","겨울",0,12945.0768805298
2019-02-21,2.46179775280899,2.4,9,-2.6,74,60,59.4,9.6,87.3,1.5,3.4,20995,"평일","겨울",6.06044817573539,24512.0999443159
2019-02-22,2.46179775280899,4,10.8,-1.6,65,49,56.1,9.5,85.6,1.5,3.7,21727,"평일","겨울",6.06044817573539,27923.5486285866
2019-02-23,2.46179775280899,6.8,14.5,0.5,46,32,41,9.1,82,1.1,2.9,23742,"주말","겨울",6.06044817573539,33340.4063753614
2019-02-24,2.46179775280899,6.3,13.7,1.2,52,39,45,10,89.3,1.8,4.9,21933,"주말","겨울",6.06044817573539,28912.063760343
2019-02-25,2.46179775280899,4.7,10.2,1.3,78,57,55.8,8,71.4,2.3,4.8,23445,"평일","겨울",6.06044817573539,23813.1255935998
2019-02-26,2.46179775280899,5.2,12,-1.5,47,25,32.8,9.5,84.8,1.6,4.9,28010,"평일","겨울",6.06044817573539,34374.922155701
2019-02-27,2.46179775280899,7.8,14,4.7,59,39,31.3,7.8,69,1.6,4.3,28652,"평일","겨울",6.06044817573539,35722.4749868153
2019-02-28,2.46179775280899,6.6,12.8,2,76,50,39.5,8.1,71.7,2,4.7,27431,"평일","겨울",6.06044817573539,31671.2069785639
2019-03-01,6.86770833333333,6.6,13,1.2,105,74,42.3,9.9,87.6,2.1,4.4,21751,"평일","봄",47.1654177517361,37157.8294349641
2019-03-02,6.86770833333333,7.8,14.7,1.3,103,74,37.6,7.5,65.8,1.1,3.3,22503,"주말","봄",47.1654177517361,36359.3551412365
2019-03-03,6.86770833333333,9.4,16.1,2.5,89,64,36.4,7.9,69.3,1.5,3.3,24382,"주말","봄",47.1654177517361,38872.6405895176
2019-03-04,6.86770833333333,9.9,16.3,5,138,97,46.1,9.2,80,1.9,4.7,26887,"평일","봄",47.1654177517361,38435.0989157662
2019-03-05,6.86770833333333,8.4,12.9,5.6,171,124,66.3,2.5,21.7,2,3.9,24042,"평일","봄",47.1654177517361,24014.2156613391
2019-03-06,6.86770833333333,8.4,12.4,5.7,128,89,55,3,26.1,2,4.3,25379,"평일","봄",47.1654177517361,27364.6497381823
2019-03-07,6.86770833333333,7,12.7,3.1,50,36,51.1,10.1,87.1,2.2,5.1,31156,"평일","봄",47.1654177517361,37310.2364199651
2019-03-08,6.86770833333333,6.1,13.4,0.6,44,25,39.4,10.7,92.2,1.9,4.2,33073,"평일","봄",47.1654177517361,44402.0678641285
2019-03-09,6.86770833333333,7.2,14.9,-0.4,41.6443514644351,23.1464435146443,31.8,9.7,82.9,1.3,3,32421,"주말","봄",47.1654177517361,44963.5516268963
2019-03-10,6.86770833333333,10.1,15.3,6.7,41.6443514644351,23.1464435146443,26.4,0.3,2.6,1.2,2.9,31050,"주말","봄",47.1654177517361,37492.2749143178
2019-03-11,6.86770833333333,6.6,10,3.5,41.6443514644351,23.1464435146443,61,3.6,30.5,1.8,4.3,28539,"평일","봄",47.1654177517361,28247.7465525386
2019-03-12,6.86770833333333,3.9,7.9,-0.3,41.6443514644351,23.1464435146443,55.1,1.8,15.3,2.7,6,25537,"평일","봄",47.1654177517361,23831.0604296961
2019-03-13,6.86770833333333,3.5,8.5,-0.4,41.6443514644351,23.1464435146443,38.5,10.1,85.6,3.3,7.2,28653,"평일","봄",47.1654177517361,33599.870150787
2019-03-14,0,5,10,-1.7,36,17,45.3,7,58.8,1.9,3.8,30997,"평일","봄",0,41953.3322340447
2019-03-15,3.5,5.5,11.3,1.6,62,34,72.8,2.8,23.5,1.6,5.4,20481,"평일","봄",12.25,28955.9551452368
2019-03-16,6.86770833333333,4.3,9.2,0.2,41.6443514644351,23.1464435146443,69.9,5,41.7,1.8,5.1,26057,"주말","봄",47.1654177517361,22811.2416530892
2019-03-17,6.86770833333333,6.3,12.4,2.6,41.6443514644351,23.1464435146443,55.4,9.9,82.5,2,4.4,35622,"주말","봄",47.1654177517361,35571.6280290642
2019-03-18,6.86770833333333,7.1,14.4,1.4,35,21,43.8,8.7,72.5,1.4,4.7,36313,"평일","봄",47.1654177517361,44388.4575781871
2019-03-19,6.86770833333333,10,16.7,3.4,58,34,52,8.3,68.6,1.4,3.3,39908,"평일","봄",47.1654177517361,45884.1440157071
2019-03-20,16.5,10.3,14.6,7.1,87,63,79,0,0,1.4,3.9,16204,"평일","봄",272.25,19724.4815370955
2019-03-21,3.3,7.1,11.1,1.9,29,21,77.4,3.9,32,2.9,5.5,26455,"평일","봄",10.89,28656.2457554355
2019-03-22,6.86770833333333,3.3,8.3,-0.7,35,19,40.9,11.1,91,2.8,5,32363,"평일","봄",47.1654177517361,39211.0853836933
2019-03-23,1.7,3.3,8.2,-0.4,22,14,46.9,7.9,64.8,2.4,6.3,21696,"주말","봄",2.89,32326.2048573706
2019-03-24,6.86770833333333,4.3,9.7,-0.8,28,13,45.4,11.3,91.9,2.3,4.9,31622,"주말","봄",47.1654177517361,36760.2822804021
2019-03-25,6.86770833333333,7.3,11.5,2.9,41,23,56.1,1.7,13.8,2,5.1,34226,"평일","봄",47.1654177517361,29946.0175810327
2019-03-26,6.86770833333333,11.4,17.6,7.4,52,30,51.1,9.9,79.8,2,4.7,42644,"평일","봄",47.1654177517361,47575.1206877505
2019-03-27,6.86770833333333,11.6,16.2,8.9,78,47,66.4,3.4,27.4,3,6.4,35832,"평일","봄",47.1654177517361,31570.4045898871
2019-03-28,6.86770833333333,9.4,14.6,5.6,78,46,49.9,9.9,79.8,2.6,4.8,38806,"평일","봄",47.1654177517361,42733.4865580288
2019-03-29,6.86770833333333,9.2,15.1,5.5,35,17,33.1,10.5,84,2.1,4.7,43893,"평일","봄",47.1654177517361,50278.1363260406
2019-03-30,1.8,5.2,8.4,3.5,33,20,72,3,24,2.9,6.3,14001,"주말","봄",3.24,21601.7018484685
2019-03-31,0,4.4,8.4,2.6,39,24,46,3.2,25.4,3.2,5.5,22326,"주말","봄",0,30290.8512873252
2019-04-01,6.86770833333333,5.5,11.3,0.3,23,12,39.8,11.7,92.9,2.5,5.8,37660,"평일","봄",47.1654177517361,45157.3363362893
2019-04-02,6.86770833333333,6.7,13,1.3,30,16,36.9,11.7,92.9,2.2,6.1,42029,"평일","봄",47.1654177517361,47359.7460924083
2019-04-03,6.86770833333333,7.6,13.6,1.9,34,20,36.1,11.7,92.1,2.3,5,43257,"평일","봄",47.1654177517361,49742.222690801
2019-04-04,6.86770833333333,9.2,15.7,3,32,17,43,11.7,92.1,2.5,5,45681,"평일","봄",47.1654177517361,51218.3103427546
2019-04-05,0,11.4,17.2,7,65,19,41,9.3,72.7,2.9,5.4,45643,"평일","봄",0,54475.4207184837
2019-04-06,0.8,9.3,12.2,5.9,51,16,39.9,0.5,3.9,1.1,2.8,25902,"주말","봄",0.64,36136.7105480187
2019-04-07,6.86770833333333,12.6,20.3,5.6,31,13,43.1,11.4,89.1,1.7,4.8,55943,"주말","봄",47.1654177517361,53298.9319116408
2019-04-08,6.86770833333333,11.6,17.2,7.6,32,11,25.6,10.9,84.5,2.5,5.2,52643,"평일","봄",47.1654177517361,55736.6267941824
2019-04-09,17.4,9.2,13.9,4.7,23,10,49.1,0.8,6.2,2.4,4.4,24734,"평일","봄",302.76,29584.1064792559
2019-04-10,5.6,7.1,10.2,4.7,6,3,78.4,1.1,8.5,1.8,3.1,26421,"평일","봄",31.36,28604.7335083648
2019-04-11,6.86770833333333,9.5,15.7,4.3,21,12,58,9.8,75.4,1.9,4.7,51013,"평일","봄",47.1654177517361,47790.4253862806
2019-04-12,6.86770833333333,11.4,18.4,5.5,45,25,48.5,11.4,87.7,2.2,5.1,55125,"평일","봄",47.1654177517361,53851.2585018589
2019-04-13,6.86770833333333,11.8,17.9,6.2,44,29,34,10.8,82.4,1.8,5,57020,"주말","봄",47.1654177517361,50617.7838043555
2019-04-14,1.7,9.6,13.6,6.9,32,18,45.5,5,38.2,2.2,7.3,28467,"주말","봄",2.89,35802.4684684806
2019-04-15,6.86770833333333,11.6,18.1,3.9,45,15,30.9,12.1,91.7,1.8,4.7,55422,"평일","봄",47.1654177517361,59644.5110992066
2019-04-16,6.86770833333333,14.9,22.6,6.8,41,20,26.3,11.5,87.1,1.6,4.1,60566,"평일","봄",47.1654177517361,66350.89022069
2019-04-17,6.86770833333333,15.3,21.8,9.1,34,17,37.5,12.2,92.4,1.9,4.9,62522,"평일","봄",47.1654177517361,62058.5439953857
2019-04-18,0,12.6,16.2,10.4,31,16,74.4,1.5,11.3,2,5.3,50439,"평일","봄",0,37209.6963925133
2019-04-19,6.86770833333333,13.8,19.7,9.6,35,16,57.5,5.9,44.4,1.6,3.2,60925,"평일","봄",47.1654177517361,50257.3159275901
2019-04-20,1.2,14.3,19.1,9.7,38,19,66.9,5,37.6,1.9,4.5,51068,"주말","봄",1.44,42994.1733925047
2019-04-21,0.3,14.8,20.2,12.2,25,17,77.8,4.1,30.6,1.9,4.2,53339,"주말","봄",0.09,42680.1734578249
2019-04-22,6.86770833333333,19.3,28.2,10.7,72,27,50.6,11.1,82.8,1.4,4.2,63995,"평일","봄",47.1654177517361,68176.7554898149
2019-04-23,0,20.4,25.5,15.3,79,34,52,4.2,31.3,1.3,3.8,58811,"평일","봄",0,57982.9246370357
2019-04-24,4.1,19.5,25.9,15.8,50,30,70.4,8,59.3,1.6,4.5,55815,"평일","봄",16.81,57069.5485617259
2019-04-25,11.3,13.2,17.2,9.4,37,15,75.9,0,0,2,3.6,22471,"평일","봄",127.69,31614.7195172425
2019-04-26,4.9,8.4,9.9,6.2,8,4,82.1,0,0,1.5,3.5,26484,"평일","봄",24.01,25600.8633875164
2019-04-27,6.86770833333333,11.6,18.2,4.1,16,9,52.6,10.3,75.7,1.7,3.6,65124,"주말","봄",47.1654177517361,52422.8251798936
2019-04-28,0,12.9,16.6,9.9,18,11,48.8,3.4,25,1.6,3.7,56012,"주말","봄",0,44429.5694934861
2019-04-29,6.86770833333333,13,17.3,8.3,20,12,52.9,3.3,24.1,0.9,2,63256,"평일","봄",47.1654177517361,46984.1914074269
2019-04-30,6.86770833333333,15.5,22.5,9,31,17,52.8,11.2,81.8,1.6,4.2,70213,"평일","봄",47.1654177517361,62070.5240653545
2019-05-01,6.86770833333333,16.4,22.2,11.2,49,20,48.9,10.9,79.6,2.3,4.8,76439,"평일","봄",47.1654177517361,60107.9934586734
2019-05-02,6.86770833333333,17.1,25.3,10.6,49,13,28.5,12.7,92,2.3,5.1,72430,"평일","봄",47.1654177517361,72563.8223582699
2019-05-03,6.86770833333333,17.9,26.1,10.1,52,22,37.5,12.4,89.9,1.6,4.4,73647,"평일","봄",47.1654177517361,71628.4136312632
2019-05-04,6.86770833333333,19.5,27.4,12,78,44,40.4,10.7,77.5,1.7,4.1,66392,"주말","봄",47.1654177517361,64431.2478458713
2019-05-05,6.86770833333333,19.2,26.5,13.6,57,35,35.8,11.1,79.9,2.2,5.3,66911,"주말","봄",47.1654177517361,63547.236912725
2019-05-06,0,14.5,19.8,9.8,29,9,27.1,12.8,92.1,3.1,5.3,74806,"평일","봄",0,69983.8975461846
2019-05-07,6.86770833333333,15,21.9,8.4,42,14,33.4,12.9,92.8,2.3,5,70506,"평일","봄",47.1654177517361,67768.8693543944
2019-05-08,6.86770833333333,15.6,21.3,10.1,44,18,48.3,12.2,87.1,2.3,5.1,70426,"평일","봄",47.1654177517361,61999.5712257344
2019-05-09,6.86770833333333,16.6,22.9,11.7,43,19,43.3,12.1,86.4,2.2,4.5,71707,"평일","봄",47.1654177517361,65992.3414698832
2019-05-10,6.86770833333333,17.8,26.8,10.3,52,27,48,12.3,87.9,1.9,4.1,74960,"평일","봄",47.1654177517361,71885.217515946
2019-05-11,6.86770833333333,20.3,28.3,13.2,55,29,39,12.7,90.1,1.8,3.9,76110,"주말","봄",47.1654177517361,71093.6112888756
2019-05-12,6.86770833333333,21.6,28.9,14.7,47,29,36,12,85.1,1.5,3.1,73318,"주말","봄",47.1654177517361,71997.3451157202
2019-05-13,0,18.7,22.8,15.5,48,29,43.4,1,7.1,1.6,4.9,68389,"평일","봄",0,51881.9041047064
2019-05-14,6.86770833333333,19.6,26.9,12.9,36,25,44.5,13,91.5,1.6,4.1,78385,"평일","봄",47.1654177517361,73305.8465700778
2019-05-15,6.86770833333333,20.7,28,14.8,56,34,48.1,8.4,59.2,1.7,3.9,76969,"평일","봄",47.1654177517361,66632.5452429779
2019-05-16,6.86770833333333,23.5,30,16.7,55,32,43.8,12.5,88,1.5,4.1,75399,"평일","봄",47.1654177517361,74993.4179324394
2019-05-17,6.86770833333333,23.6,28.3,17.6,45,29,44.9,4.2,29.6,1.2,3.2,79158,"평일","봄",47.1654177517361,60624.0005898233
2019-05-18,0,22.8,25.9,19.1,24,13,46.8,4.3,30.1,2.1,4.8,79583,"주말","봄",0,55548.4344637137
2019-05-19,22,19.4,21.6,17.9,14,7,93,0,0,1.2,2.7,12749,"주말","봄",484,23334.5847623879
2019-05-20,8.7,16.4,20.2,13,37,9,63.6,10.5,73.4,3.4,6.1,72066,"평일","봄",75.69,52847.5803230708
2019-05-21,6.86770833333333,17.2,23.8,11.7,45,14,52,13.1,91.6,2.9,5.9,80599,"평일","봄",47.1654177517361,66688.3648825754
2019-05-22,6.86770833333333,19.5,26.5,12.3,50,22,46,12.6,87.5,2.4,5.4,80735,"평일","봄",47.1654177517361,70994.8923051749
2019-05-23,6.86770833333333,22.1,29.2,15,60,34,45,13.2,91.7,1.7,3.5,78504,"평일","봄",47.1654177517361,77203.7035279419
2019-05-24,6.86770833333333,24.2,33.4,16.2,67,41,46.4,12.7,88.2,1.7,4.1,77190,"평일","봄",47.1654177517361,81158.0334225397
2019-05-25,6.86770833333333,23.4,28.6,18.4,68,43,45.6,7.1,49.3,1.6,4.2,75791,"주말","봄",47.1654177517361,59444.9672768762
2019-05-26,6.86770833333333,24.5,31.1,18.6,33,20,39,11,75.9,1.8,4.5,74327,"주말","봄",47.1654177517361,71950.3543933414
2019-05-27,7.1,17.8,22.3,14.3,21,13,80.9,0,0,2.4,5.3,30670,"평일","봄",50.41,38613.2621896066
2019-05-28,6.86770833333333,18.1,24.6,11.9,22,7,45.9,13,89.7,2.6,4.9,83654,"평일","봄",47.1654177517361,71474.5754378788
2019-05-29,6.86770833333333,20.3,26.5,13.3,39,17,48.4,13.3,91.7,2,4.9,83496,"평일","봄",47.1654177517361,72656.9219057329
2019-05-30,0,19.6,24.5,14.6,43,20,48,7,48.3,2.4,5.4,73814,"평일","봄",0,63629.7843804558
2019-05-31,6.86770833333333,19.1,23.3,16.1,18,9,49.6,12.3,84.2,2.8,5.4,83765,"평일","봄",47.1654177517361,65890.1786456459
2019-06-01,14.6131944444444,18.9,23.7,14.8,29,19,60.5,9.4,64.4,1.9,4.2,79878,"주말","여름",213.545451871142,55408.219665638
2019-06-02,14.6131944444444,21.1,27.8,14.1,31,18,42.1,13,89,1.7,4.6,77091,"주말","여름",213.545451871142,70474.1526623641
2019-06-03,14.6131944444444,23.1,29.5,16,34,18,42.9,12.3,84.2,1.8,5,82911,"평일","여름",213.545451871142,74752.468168492
2019-06-04,14.6131944444444,22.6,29,17.6,26,16,56.4,12.8,87.7,2.2,4.4,83576,"평일","여름",213.545451871142,73240.9760817119
2019-06-05,14.6131944444444,23,29.6,17.8,40,23,63.8,8.9,61,1.8,4.3,81515,"평일","여름",213.545451871142,66105.5050561611
2019-06-06,7.5,21.2,25.1,18.6,48,27,75.9,0,0,1.2,4.1,36945,"평일","여름",56.25,47158.7273282371
2019-06-07,35.3,20,24.7,17,11,6,77.3,3.7,25.2,1.9,3.5,54701,"평일","여름",1246.09,39320.5564311877
2019-06-08,14.6131944444444,21.9,27.6,16,20,12,57.5,9.3,63.3,1.4,4,83736,"주말","여름",213.545451871142,62129.7535200314
2019-06-09,2.5,21.6,26.5,17.1,28,20,66.1,4.2,28.6,1.8,4,60371,"주말","여름",6.25,57965.8419391516
2019-06-10,9.5,18.4,21.9,15.7,10,5,70.3,0.6,4.1,1.6,2.4,63032,"평일","여름",90.25,48309.2657808299
2019-06-11,14.6131944444444,20.5,26.1,15.5,11,5,51.1,10.7,72.8,1.4,3,85776,"평일","여름",213.545451871142,70656.6259169213
2019-06-12,14.6131944444444,21.5,26.4,16.1,25,13,57.1,13,88.4,1.8,4.6,83506,"평일","여름",213.545451871142,70021.0902553197
2019-06-13,14.6131944444444,23,28.8,16.6,24,15,51.9,12.3,83.7,1.7,4,81540,"평일","여름",213.545451871142,74099.6984775567
2019-06-14,14.6131944444444,23,28.4,19.1,25,18,54.8,6.1,41.2,1.8,4.2,85533,"평일","여름",213.545451871142,62508.5636479871
2019-06-15,2.1,21.9,27.4,17.9,29,17,61.5,12.2,82.4,2.4,5.3,71883,"주말","여름",4.41,72410.2648277454
2019-06-16,14.6131944444444,22,27.2,16.1,12,8,55.4,11.1,75,1.6,4.7,81803,"주말","여름",213.545451871142,64522.2119940451
2019-06-17,0,21.7,26.2,18.1,20,12,59.1,12.7,85.8,2.3,4.1,86987,"평일","여름",0,79838.721289741
2019-06-18,13.8,20.8,24.8,17,25,16,78.6,2,13.5,1.5,4,42393,"평일","여름",190.44,47010.6238439324
2019-06-19,0.2,21.4,25.4,18.9,27,19,77.8,0.9,6.1,1.9,4.1,79958,"평일","여름",0.04,54985.3349419629
2019-06-20,14.6131944444444,22.7,27.8,19.8,24,16,70.6,6.9,46.6,1.9,4.2,88226,"평일","여름",213.545451871142,60092.8539751513
2019-06-21,0.2,22.1,26.1,19.4,24,15,72.9,3.4,23,1.7,3.7,81089,"평일","여름",0.04,61770.3706819309
2019-06-22,14.6131944444444,24.2,30.6,17.7,11,6,42.3,13,87.8,1.5,2.9,85728,"주말","여름",213.545451871142,78142.3082544257
2019-06-23,14.6131944444444,25,31,19.1,11,6,40.4,12.9,87.2,1.8,4.4,79269,"주말","여름",213.545451871142,76247.1961667061
2019-06-24,14.6131944444444,25.2,30.9,20.9,20,12,46.9,13.6,91.9,2,4.1,88432,"평일","여름",213.545451871142,80345.614676421
2019-06-25,14.6131944444444,25.6,32.8,19.5,29,18,49.1,13.4,90.5,1.6,4.2,88096,"평일","여름",213.545451871142,82426.7914418123
2019-06-26,0,25.5,29.5,20.7,31,20,52.6,1.1,7.4,1.3,3.1,81274,"평일","여름",0,66906.1871461025
2019-06-27,1.4,25.5,31.2,21.9,18,12,70.5,3.9,26.4,1.4,3.5,79234,"평일","여름",1.96,69911.9565886844
2019-06-28,0,24.7,29,22.3,40,28,67.3,2.4,16.2,1.7,3.8,77056,"평일","여름",0,64252.329496689
2019-06-29,1.5,23.1,27.7,19.6,22,15,72,4.1,27.7,1.2,3.2,67346,"주말","여름",2.25,61044.624145761
2019-06-30,0,23.9,28.5,20.9,31,22,73.5,5.2,35.4,2.3,4.5,74994,"주말","여름",0,62019.3512471173
2019-07-01,14.6131944444444,23.9,28.9,20.6,31,21,64.4,10.9,74.1,2.3,5.2,92814,"평일","여름",213.545451871142,67559.8707320597
2019-07-02,14.6131944444444,24.4,30.1,20.8,28,19,63.5,11.9,81,2.3,4.3,94783,"평일","여름",213.545451871142,72701.0876732487
2019-07-03,14.6131944444444,24.1,27.4,21.2,29,20,64.6,3.3,22.4,1.7,3.8,94773,"평일","여름",213.545451871142,54526.2854135745
2019-07-04,14.6131944444444,25.4,32.8,20,28,17,59.6,12.7,86.4,1.9,4.5,90397,"평일","여름",213.545451871142,79087.0186738464
2019-07-05,0,27.6,35,20.2,32,20,42.1,11.8,80.3,1.5,4.3,83994,"평일","여름",0,93691.8033394679
2019-07-06,14.6131944444444,29.7,36.1,24.6,29,21,40.9,11.8,80.3,1.7,3.9,70246,"주말","여름",213.545451871142,80404.5435359881
2019-07-07,14.6131944444444,26.7,32.5,22.7,19,12,43.3,9.8,66.7,2.2,3.3,75116,"주말","여름",213.545451871142,73852.6329397873
2019-07-08,14.6131944444444,25.1,31,21.2,10,5,46.6,9.3,63.7,2,3.3,93609,"평일","여름",213.545451871142,75679.2241873681
2019-07-09,14.6131944444444,25,30,19.7,10,6,46.4,7.7,52.7,1.8,3.1,95859,"평일","여름",213.545451871142,71665.0669112891
2019-07-10,8.5,22.7,27.3,19.3,10,6,64.1,3.1,21.2,2,3.3,43842,"평일","여름",72.25,61200.1373514153
2019-07-11,2.9,21.9,25.9,19.5,8,4,76.9,0,0,1.3,2.8,65003,"평일","여름",8.41,56402.9823916465
2019-07-12,14.6131944444444,23.6,28.7,20,14,8,65.5,7,47.9,2,4.4,94473,"평일","여름",213.545451871142,63399.3084766877
2019-07-13,0,24.9,29.7,22.1,30,22,67.3,4.1,28.1,1.7,3.9,81067,"주말","여름",0,64520.9972376401
