"precipitation","temp_mean","temp_highest","temp_lowest","PM10","PM2.5","humidity","sunshine_sum","sunshine_rate","wind_mean","wind_max","rental"
1.8,-2.3,2.6,-5.7,30,23,45.3,8.5,86.7,1.6,3.3,28435
1.8,-2.7,2.2,-6.4,37,27,44.8,9.2,92.9,1.9,4.5,28391
1.7,-1.7,3.2,-5.5,44,32,43,8.3,83.8,1.6,4.4,29026
1.7,-0.6,4.9,-4.8,58,40,43.9,7.6,76.8,1.5,3.8,29626
1.8,0.3,5.9,-4.1,64,44,48.1,9.1,91.9,1.8,4.2,24635
0.6,1.9,5.3,-0.4,61,46,62.8,4.8,48.5,2.2,6.1,17682
1.8,0.7,5.5,-3.3,56,34,46.8,8.7,87,2.5,5.7,28611
1.1,-0.4,5.5,-5.6,42,27,36.9,9.2,92,1.4,3.5,30618
1,3,7.8,-0.1,43,30,36,3.7,37,1.7,3.2,33011
1.8,4.6,9.9,0,62,44,49.3,8.8,88,2,4.7,34466
1.7,2.8,7.4,-1.3,72,52,63,8.8,87.1,1.7,3.7,19230
1.7,4.3,8.8,0.6,50,38,63.1,3.6,35.6,1.5,3.9,15233
1.8,5.5,11.9,-0.2,28,20,56.3,7.3,72.3,2.7,6.1,22685
0.1,5.9,7.5,4.8,11,6,48.1,0,0,4.6,7,16836
0,6.8,9.9,4.3,13,7,49.4,0,0,2.6,5.4,32098
1.8,6,9.6,3.2,17,9,46.4,3.1,30.4,2.1,3.6,37990
1.8,5.2,10.4,1.4,18,12,47,5.5,53.4,1.8,3,38079
0,3.9,8.9,1.4,25,17,59.6,6.1,59.2,2.3,4.4,35857
1.7,2.6,7.6,-1.2,68,53,66.6,5.3,51.5,1.7,4.7,27151
1.7,1.5,5.3,-2.1,74,58,52.3,4.8,46.6,1.8,4.7,22384
0,-0.4,3,-2.9,26,18,43.6,9.6,92.3,3.1,5.7,29681
1.7,-1.6,3.9,-6,25,18,50.3,6.4,61.5,2.8,6.2,23006
1.1,-8.3,-4.9,-11,23,13,37.3,9.7,92.4,3.3,5.5,20311
1,-6.4,0.4,-11.8,37,22,36.4,9.7,92.4,1.9,4,22401
0,-1.7,2.2,-7.2,35,25,45.1,6.1,58.1,2,3.5,26540
0,-0.1,3.7,-2.3,42,33,48.1,9.6,90.6,3,5.3,22046
0,-0.5,4.1,-5.6,37,26,51.1,9.6,90.6,2,4.4,21099
0,4,9.6,-0.7,50,35,49.4,9.7,91.5,1.7,4.2,33956
1.1,6.8,14.6,-0.5,55,36,37,7.6,71,1.6,3.6,40563
6.7,7.4,8.2,6.5,49,34,73.4,0,0,2.2,5,10698
10.3,6.5,8.7,4.9,76,54,84.8,1.3,12.1,1.7,3.2,34375
2,8.1,14.7,3.2,86,62,70.3,8.7,80.6,1.2,3,41229
2,9.8,15.6,6.2,65,49,63,5,46.3,2.7,5,29837
13.4,-1.4,7.7,-4.3,28,19,81.1,1.6,14.8,4,6.6,6798
1,-5.9,-3.9,-7.1,41,20,64.3,3.2,29.4,3.4,5.6,13777
1.7,-4.1,1.3,-8.3,24,17,44,10.1,92.7,2.3,4.1,19773
1.8,1,6.4,-4.4,33,24,56.8,7.4,67.3,1.5,3.2,32721
1.7,4.6,10.8,-0.6,60,45,62.6,9.4,85.5,1.7,3.3,36027
4.2,6.7,10.9,2.1,79,62,66.3,1.1,10,2.2,5.3,29779
1.7,7,12.2,0.8,35,20,51.8,7.7,69.4,1.6,3.4,36094
16.6,6.7,9.4,4.7,23,14,73.5,0.6,5.4,4.2,6.8,15939
0,6.4,10.4,2.8,18,11,59.6,4.8,42.9,2.1,4,35773
1.8,6.1,12.5,1.3,13,8,54,10.4,92,2,4.4,38526
3.9,4.5,5.9,3.6,25,18,79.4,0,0,1.4,4.2,12644
0.5,7.7,13,4.5,24,17,68.6,9.5,84.1,1.7,4.2,35697
0.2,5.8,10.1,3.2,45,32,71.8,0.2,1.8,2,4.7,24431
0,3.4,7.6,0,39,30,55.3,10,87.7,2.7,4.9,36641
1.8,4.8,10.5,0.3,46,35,57,4.1,35.7,2.6,4.7,39447
0,2.2,4.6,-1.3,47,37,53.4,6.6,57.4,3.7,6.8,31269
1.8,1.4,6.3,-2.8,37,30,47.5,10.9,94.8,2.5,4.1,35851
1.8,3.7,10.1,-2.5,39,27,46.8,10.6,91.4,1.6,3.6,40897
1.4,7,14.2,1.3,53,40,39.5,5.9,50.9,2,4.1,42379
1.7,9.3,16.9,2.3,52,40,43.8,10.7,91.5,1.6,4.6,54245
1.1,11.1,17.6,4.8,53,39,37.6,7.1,60.7,1.8,4.5,53020
11.8,6.4,10.8,3.2,41,32,78.4,0,0,2.8,5.3,10606
1.6,3.8,8.3,0,32,15,41.8,11.2,94.9,3.3,5.5,45245
1.8,6.8,13.3,0.2,33,14,49.8,8.1,68.6,2.5,5.4,50094
0.5,4.9,8.7,-0.1,30,13,41,9.7,81.5,3.3,5.4,43554
1.8,3.6,8.6,-2.7,35,19,48.1,10,84,3,6.8,42569
1.8,4,8.5,0.2,40,19,48.3,8.5,71.4,3.6,7.8,33215
1.7,3.6,9.1,-2.1,23,14,42.4,11.3,94.2,2.8,5.2,42441
1.7,6.6,12.3,3.1,46,22,65.8,4.2,35,2.1,5.2,47241
1.8,10,17,2.7,64,38,45.8,11.1,91.7,1.8,4.4,62119
0,9.1,12.1,5.8,56,26,49,7.7,63.6,4.8,8.2,24256
1.4,8.8,14,3.1,38,10,39.6,11,90.9,3.1,6.6,53839
1.8,12.8,19.5,7.9,53,17,56.5,6.1,50,2,5.1,63759
1.1,11,16.5,6.1,41,17,37.5,11.6,95.1,3,5.6,64436
1.2,10.6,17,5.4,46,28,37.9,11.5,93.5,1.9,4.8,63686
0.9,11.4,17.9,5.3,55,35,35,11.5,93.5,1.8,4,69998
0.8,12.5,19.2,6.1,47,31,33.6,9.2,74.2,1.9,5.3,73460
1.8,14.8,20.6,8.1,51,32,53.8,4.3,34.7,1.9,5.3,47633
2,11.9,15.8,6.7,41,21,56.4,7.4,59.7,3.3,5.8,60183
7.5,7.7,12.8,4.5,29,8,17.9,9.1,72.8,3.2,5.5,64677
0.9,8.7,16.1,1.3,38,17,30.6,11.6,92.8,2,4.6,68430
1.2,10.2,16.9,4.3,51,28,38.4,11.7,93.6,1.8,4.1,69293
0.8,11.9,18.6,4.7,47,27,34.5,10,79.4,2,4.4,74621
0.9,11.3,17.4,6,64,30,35.6,8.6,68.3,3.7,7.3,70258
1.6,9.3,15.5,3.4,40,27,41.4,10.6,83.5,2.3,5.5,72129
1.7,10,16.3,5.3,55,32,53.8,10.7,84.3,2.7,5.7,74856
1,8.9,13.3,5,67,29,36.4,10.4,81.3,3.4,6.3,66405
1.1,7.2,13.7,1.9,43,23,29.5,12.1,94.5,2.8,5.4,64111
1.2,9.3,16.1,2.9,54,24,38.3,11.4,89.1,2.4,5.9,68414
1.8,10.6,16.8,6,55,26,56.6,9,69.8,2.5,5.1,73685
2.5,9.4,14.2,5.2,40,20,25.5,12.3,95.3,3.5,5.9,72863
1.8,8.9,14.7,4.3,44,25,44.6,11.8,91.5,2.8,5.7,73382
1.7,10.7,16.8,5.8,40,25,52.6,9.2,70.8,2.4,4.1,75021
1.7,9.9,16,6.2,38,23,63.8,8.8,67.7,2.5,4.9,75637
1.8,9.9,15.6,4.4,31,21,58.6,8.3,63.4,3.8,7.4,63335
1.4,12.4,20.4,4.3,20,12,39.4,12.2,93.1,3.1,5.5,77604
1.8,13,19.6,7.6,49,29,46.8,12.1,92.4,2.4,5.3,83798
1.4,13.2,20.2,7.2,60,38,39.8,10,75.8,2.2,5.6,89789
1.4,16,23.8,8.9,50,30,39.9,10.6,80.3,2.3,4.5,83970
6.5,12.5,15.4,10.4,40,21,77.8,0.3,2.3,2.4,4.8,35656
1.7,13.5,19.6,8.5,26,13,67.9,10.4,78.2,2.6,4.8,92829
10.3,12.3,15.5,9.5,25,16,75.8,0.3,2.3,2.7,5.2,29375
0.1,10,13.1,7.6,14,9,73,1.3,9.7,3.3,6.8,56129
1.8,7.4,10.4,4.8,32,11,49,10.1,75.4,4.4,8.9,58746
0,6,8.3,4.1,77,11,46.8,5.3,39.6,4,6.4,51337
1.8,7.9,12.8,2.9,41,13,47.8,11.8,87.4,3.7,7.9,64765
1.8,9.9,14.3,4.1,37,13,55.6,12,88.9,3.9,8.2,72883
1.8,13.1,17.1,9.9,55,22,54.4,8.5,62.5,3.9,7.8,78419
1.7,12.3,19,6.8,28,14,43.1,12.5,91.9,3.2,6.5,82600
1.8,12.9,18.3,8.7,31,17,49.8,9.7,71.3,2.8,5.5,77149
1.8,13.9,19.9,7.8,34,19,50,12.6,92,3,5.5,86541
1.8,14.9,21,9.3,44,25,48.6,12.2,89.1,2.6,5.2,88827
1.8,17.1,23.4,9.3,35,18,57.1,8.2,59.9,2.7,5.9,96877
2.6,20.2,26.2,16.4,52,31,73.6,6.1,44.2,2.7,5.5,93249
0,20.3,23.9,18,48,28,79.6,0.2,1.4,2.3,4.6,88508
0,21.8,27.4,17,28,17,68.8,5.9,42.8,2,3.9,89287
1.7,20.2,25.3,14.8,32,17,63.9,10.1,72.7,2.7,4.6,93579
1.7,16,19.3,13.1,33,17,67.9,3.3,23.7,1.9,5.3,88219
1.8,19.4,27.6,11.1,30,15,50,12.8,92.1,2.1,4.4,88561
0.8,20.7,26.5,14.9,24,12,32.5,8.7,62.1,2.5,4.3,90645
2.3,19.9,27.3,14.3,25,12,32.8,7.5,53.6,2.4,4.5,63474
24.4,14.2,16.8,12.7,14,7,94.4,0,0,3.6,5.9,7600
1.3,14.4,16.6,12.8,27,18,88.6,0.4,2.8,2.5,4.1,65932
3.4,16.5,22,12.4,97,24,61,7.2,51.1,3,5.6,76042
0.7,14.3,18.9,10.5,39,12,69.4,5,35.5,2.9,5.4,78200
1.8,16.1,21.8,10.2,33,13,47.3,13,92.2,2.8,6.5,89183
0.9,19.3,25.4,12.4,37,14,35.4,6.6,46.5,2,4.3,89149
12,16.1,20.2,14.1,38,12,81.4,0,0,3,5.3,13782
2.5,16.7,20.3,15,25,13,90.3,0.6,4.2,1.6,3.3,64549
0,19.1,24.9,14.6,40,26,80.1,3.9,27.3,1.7,4.3,89449
29.8,19.1,26.8,13.2,41,25,79.4,3.2,22.4,2.4,7.2,36761
19,13,17.1,10.1,18,8,73.6,3,21,3.2,7.2,55556
0,14.4,20.1,9.2,8,4,60.4,4.5,31.5,1.9,3,88257
1.8,17.4,22.9,10.9,20,11,56.1,9.4,65.3,2.1,3.3,93930
0,18.5,22.7,14.8,42,28,68.5,0.7,4.9,1.9,4.9,89317
0,20.1,25,16.6,44,30,66.1,6.8,47.2,2.2,4.7,101256
14.5,17.1,20.2,14.3,25,17,84.8,1.1,7.6,2.9,6.5,80357
5.1,16.6,21.3,13.7,34,23,81,2.5,17.2,2.1,3.8,92531
1.5,16.2,22.9,12.7,39,24,81.9,4.8,33.1,2.1,5.4,68498
1.8,17.4,23.9,11.8,22,14,68.5,13.2,91,2.6,5.9,101949
0,18.7,23.4,14.2,30,20,62.8,8.4,57.9,1.9,3.9,99792
1.6,20.7,27.6,14.6,33,21,65.6,12.7,87.6,2,4.1,103999
1.8,22.6,30,16.5,37,25,57.3,11.3,77.4,1.9,4.3,105172
1,21.2,28,17.6,40,29,63,5,34.2,2.3,5.7,93547
0.4,19.7,24.5,16.6,18,10,64.3,11.5,78.8,3.4,6.2,99930
2,17.9,21.8,14.8,23,13,71,0.2,1.4,2.2,4.1,79833
2.5,22,28.4,17.6,46,24,73.3,9.5,65.1,2.4,5.6,103887
0.2,21.9,26.5,19.7,52,25,81.1,4.7,32.2,2.7,4.7,97656
1.9,23,28.7,18.4,43,23,69.4,8.8,59.9,1.8,3.8,107343
1.7,24.6,30.9,19.2,49,30,63.6,8.6,58.5,2,4.4,105033
1.9,22.7,29.2,19.2,48,28,69.4,9.2,62.6,2.3,5.1,101848
1.7,25,32,19.8,42,25,63.6,11.3,76.9,2.1,5.5,103582
1.7,26.7,32.8,20.3,52,25,51.6,12.9,87.8,2.3,4.3,102084
6.2,25.8,32.1,22.5,48,26,63.8,5.2,35.4,2,6.2,58133
0,26.1,31.6,21.7,31,19,68.3,8,54.4,2.2,4.6,100031
1.8,24.7,27.6,21.6,47,22,68.6,0.5,3.4,1.7,3,109210
0,26.9,33.5,20.6,57,28,52.8,9.7,66,1.9,5,90396
1.1,24,28.8,20.1,38,22,70.6,8.1,54.7,2.9,5.9,94406
1.7,23,28.6,18.2,26,15,62.3,10.1,68.2,2.8,6.3,108320
1.7,24.4,30.7,20,53,37,63,7.5,50.7,2.2,4.4,106519
1.8,24.3,30.3,20.2,51,33,58.6,5.9,39.9,2,4.3,107723
1.8,23.4,27.3,20.3,35,21,61.4,0.1,0.7,1.6,3.4,110377
0.1,24.7,30,21.1,24,15,61.4,6,40.5,2.1,4.2,109124
1.7,24.9,29.7,20.7,38,24,62.6,11.7,79.1,2.1,4.6,102333
1.8,26.1,32.7,19.5,33,22,59.5,13.5,91.2,2,4.5,95453
1.8,28.6,35.4,21.7,40,24,50.5,13.3,89.9,2,4.1,98394
0,27.3,31,23.2,40,24,53.5,5.1,34.5,1.9,3.7,103214
37.6,22.3,26.3,19.9,34,21,83.5,0,0,2.7,5.7,19756
13.3,21.6,23.4,20.1,13,8,91,0.1,0.7,2.2,4.3,46415
2.1,21.8,25.7,19.2,23,14,82.1,3.1,20.9,3.2,5.3,96150
0,24.1,29.6,20.4,25,17,70.4,7.4,50,2,5.4,107001
2,25.2,30.1,21.5,30,19,70.5,12.4,83.8,2.4,4.7,98568
11.9,23.8,26.5,20.6,35,24,77,1.7,11.6,2.4,5.9,70053
64.7,20.1,23.1,18.4,9,5,83,0,0,4,7.6,38086
0,21.1,24.3,18.1,19,11,79.3,0.2,1.4,1.9,3.7,105196
2.8,24.2,29.8,20.4,51,34,74.5,5.4,36.7,1.9,3.4,107842
0.1,25.5,30.6,21.6,52,32,63.5,9.6,65.3,2.6,6.1,102753
1.6,24.2,29.5,20.4,24,15,63.9,9.5,64.6,2.1,4.4,98488
1.8,23.8,27.6,19.9,29,22,68.6,6.4,43.5,1.9,3.5,104664
1.7,25.6,30.9,21.8,24,18,66.6,5,34,2.1,4.7,106825
0,24.1,28.1,22.1,17,11,75.5,4,27.4,2.5,4,91407
2.3,25.5,30.4,21.3,32,20,71.9,10,68.5,2,3.7,105876
1.7,27.5,32.9,21.8,42,29,64.6,7.7,52.7,1.7,3.6,102828
2.2,24.5,27.7,22.7,16,11,75,3.1,21.2,2.8,6.6,90880
1.7,25.8,30.2,22.2,8,4,62.6,6.6,45.2,2.6,5,103657
2.9,23.5,26,21.7,13,9,71.9,0,0,2.4,3.6,57367
47.6,18.7,21.7,17.7,9,6,94.8,0,0,4,5.9,4859
11.5,20.3,24.3,17.2,7,3,79.4,0.1,0.7,2.8,4.4,85486
1.7,23.4,28.7,18.9,13,6,63.1,9.3,64.1,2,3.4,106949
2.1,25,29.7,20.4,29,18,70.9,10.2,70.3,1.8,3.5,102741
0,26,31.6,21.5,38,25,72,7.5,51.7,1.9,5.6,99949
2.2,26.1,31,22.8,43,30,71.6,4.3,29.7,1.6,4,98309
29.1,24,26.6,20.6,21,15,81.6,0,0,2.7,4.3,60804
3.6,23.8,26.6,22.4,18,11,86.3,0,0,3.7,7,72291
0,25,30.5,21.4,29,21,77,4,27.8,1.6,4.2,100825
11.5,23.7,25.7,22.6,24,16,89.3,0,0,1.6,3.4,46448
103.1,21.1,22.6,18.5,20,12,95.5,0,0,3.6,8.3,10739
2.9,22.5,26.8,18.7,6,3,74.3,1,7,4.6,8.7,76995
0,24.3,29,22.3,5,2,69.3,1.9,13.3,3.1,6.1,102498
0,25.4,29.6,21.6,8,5,69.3,5.6,39.2,2,3.3,94802
2.2,24.3,25.5,22.9,12,8,86.4,0,0,2.2,3.2,52922
0.4,24.4,26.4,22.7,13,7,84.8,0,0,2,3.1,68214
50.1,23.7,24.9,22.6,12,6,95.8,0,0,2,3.4,31724
0.1,25.3,28.4,23.4,21,14,85.5,3,21.3,2.1,3.8,92468
1.5,26.2,29.6,22.8,24,17,81.9,5,35.5,2,4.6,95705
39.1,25.3,26.9,24.3,15,9,90.9,0,0,1.7,4.9,34998
31.4,24.9,26.4,23.5,13,6,96.3,0,0,2.3,7.5,11491
102.6,25,26.3,23.9,16,11,96.3,0,0,3,8.3,17575
3.9,27,29.4,25,40,26,89.3,0.4,2.9,3.5,5.7,49378
18.5,26.5,29.1,25.5,37,23,92.1,0.1,0.7,1.9,4.6,28751
75.7,24.1,26,22.9,16,9,92.8,0.2,1.4,3.3,6.5,51456
0,24.3,26.1,22.6,29,19,85.3,0,0,1.8,3.3,78071
19.1,24.2,26.1,22.7,15,9,89.5,1.8,12.9,2.3,3.7,40020
50.3,24.9,25.8,23.7,9,5,95.4,0,0,2.6,6.8,12384
44.6,26.5,29.5,24.7,13,7,91.6,0.2,1.4,2,4.3,23519
97,24.6,27.3,22.4,10,7,92.5,0.5,3.6,2.2,4.7,50974
8.6,27.2,31.3,23.5,22,14,83.9,2.1,15.3,1.9,4.3,78261
6.5,28,30.3,26.3,26,13,82.4,0.2,1.5,2.5,4.9,79353
0.4,27.1,28,26.5,32,19,86.1,0,0,3.5,5.7,72875
69,26.1,27,25,41,28,96,0,0,1.9,5.6,26267
6.7,27.4,30.8,25.3,22,15,82.6,2.4,17.6,3,5.2,66011
3.6,28.2,32.2,26.1,26,18,77.9,5.8,43,2.3,4.1,73368
3.2,27.5,31.9,24,34,24,76.3,7.9,58.5,1.6,3.6,82202
3.3,27.1,31.4,23.6,43,31,76.8,9.4,69.6,2,4.4,84665
3.1,27.7,31.7,25,39,28,76,3.1,23.1,1.7,4.2,85420
2.5,26.6,29.2,25.2,29,22,83.1,0.8,6,1.6,3.5,78701
42.6,24.3,27.6,21.7,17,11,87.4,0.6,4.5,2.1,5.5,40126
3.8,25.3,29.9,21.5,13,8,78.4,6.8,51.1,1.9,3.9,80594
2.2,27.8,32,23.7,25,17,71.6,8.8,66.2,2.2,4.9,90297
1.9,29.9,34.5,26,32,25,69.5,7.6,57.6,2.1,4.6,87894
0.6,30.2,34.5,27,28,18,68.3,7.5,56.8,3.4,6.5,40169
8.7,27.1,28.6,25.6,21,12,84.6,0.5,3.8,3.6,7,32745
13.6,27.3,29.7,26,23,16,89.1,2,15.3,1.6,4.4,62045
13.6,26.8,29,25.5,17,11,90.1,1.7,13,1.3,4,33797
42.5,26.8,30.6,24.4,14,11,88.8,2.4,18.3,2.1,4.8,52904
0,26.4,30,23.8,13,4,77.9,1.9,14.6,2.8,4.3,87662
0,26.6,29.5,23.8,20,8,72.4,1,7.7,1.9,3.6,87892
33.3,24.3,26.4,22.6,16,9,91.3,0,0,2.3,4,13744
29.8,22.7,25.6,20,15,6,82,2.8,21.7,4.8,9.8,71524
1.7,23.3,27.5,19.9,24,11,63.9,10.1,78.3,2.7,5.6,115059
1.7,23.3,27.3,19.2,30,20,66.6,3.3,25.8,2,3.5,113253
6.4,21.7,24.4,19.5,26,16,80,0,0,2.7,4.8,54125
61,19.2,20.6,17.5,8,4,93.5,0,0,4.2,7.9,3144
0,23.4,26.5,20.6,24,12,71.5,9.5,74.8,4.2,7,104606
1.3,21.1,25.3,19,30,20,83.4,3.1,24.4,2.1,7.6,75412
3.9,22.8,27,18.8,26,17,75.8,9,71.4,2,4.2,107150
1.2,22.4,27.1,19.2,28,18,72.6,4.5,35.7,2.8,4.9,61474
5.7,20.2,23.2,18.1,12,7,83.8,0,0,2,3.9,44703
2,21.5,26.6,16.7,9,4,70.4,9.8,78.4,1.9,3.5,118921
0,21.3,24.9,17.6,21,14,79.3,5.7,45.6,1.8,4.3,106465
3.2,23,27.7,18.9,35,23,76.4,5.1,41.1,1.6,3.3,111912
0.3,22.5,24.9,21.3,26,17,79.9,0.3,2.4,1.9,3.4,88745
2,21.3,23.6,20.1,22,10,70.3,0.7,5.6,2.1,3.7,110088
1.7,21.5,25.8,18.1,22,8,62,9.8,79.7,2.8,6,118363
0.3,21.2,26.2,17.6,21,9,59.3,9.7,78.9,2.2,5.3,117633
1.8,19.7,24.9,15.6,18,10,57.6,11.4,93.4,2,4.9,110798
1.8,19.1,25.3,13.6,23,14,56.1,9.6,78.7,1.7,2.9,108369
1.8,20.2,25.6,15.5,19,10,55.3,10.7,87.7,2.8,4.6,112619
1.8,19.2,23.8,15.2,14,4,59.9,7.2,59.5,3.3,5.3,111343
1.8,20.6,25.4,16.8,14,4,59.6,8,66.1,3.7,5.7,111994
1.7,20.1,25.4,16.6,16,6,64.1,3.5,28.9,2.5,4.9,114720
1.7,19.3,24.8,14.8,17,6,62.5,8,66.7,2.4,6.2,115111
1.7,20.4,25.8,14.9,15,7,63.3,9.8,81.7,2,3.9,109610
1.7,20.7,26.5,15.7,25,14,66,10.5,88.2,2,3.6,107714
1.7,19.6,23.9,15.3,28,17,67.6,6.3,52.9,1.9,4.3,113823
38.3,19.6,25.7,16.2,30,19,78,4.9,41.5,1.7,4.1,71676
2.8,18.8,23.6,15.6,15,10,74.9,2.5,21.2,2.1,4.7,82099
0,19.2,21.9,16.3,23,15,79.6,1.9,16.1,2.3,5.2,75275
0,19.9,23.2,18.3,32,20,72.5,1.8,15.4,1.6,3.6,97726
0,16.6,21.8,10.6,23,13,65.1,4.3,36.8,2.8,7.2,86091
1.8,13.3,18.4,8.5,21,9,57.3,10.5,90.5,2.5,5.1,93156
1.8,14.2,19.7,9.3,20,10,55.9,10.8,93.1,2,4.1,100369
1.8,16,22,9.9,25,12,48.9,8.9,76.7,1.9,3.4,103348
1.7,17.2,23.1,12.1,18,9,53,10.8,93.9,3.1,5.4,105509
1.7,17.2,23.3,12.4,18,9,53.4,10.6,92.2,3,5.2,104087
1.8,16.9,21.5,12.3,21,10,60.1,7.6,66.7,2,3.8,104678
1.8,16.9,20.8,12.7,22,13,68.5,4.9,43,1.8,4.1,95405
1.8,16.2,21.3,12.1,40,21,68.6,7.5,65.8,2.2,4.6,97721
1.7,13.6,18.4,8.6,28,12,52.3,7.1,62.8,2.2,4.7,97160
1.8,12.8,18,8.5,39,15,47,5.8,51.3,2.4,5.8,92998
1.6,11.7,18.5,6.5,35,12,41.8,7.2,63.7,1.5,3.7,92555
1.7,11.8,15.4,8.6,41,22,64.3,0,0,1.5,2.5,92609
1.7,13.1,18.6,8.7,35,20,64.3,10.1,90.2,1.8,4.3,94840
1.6,13.6,20.2,7.2,29,16,65.5,9.7,87.4,2,3.9,89401
2.7,15.1,21.3,9.8,60,32,74.4,9.8,88.3,1.7,3.4,95110
1.7,15.2,21.7,9.9,67,39,67.1,10,90.1,1.6,3.1,98577
1.9,14.1,17.3,11.8,44,25,69.4,0.1,0.9,1.9,3.8,96566
0,13.5,18.2,8.4,82,36,66,5.4,49.1,2.8,5.7,92100
1.7,8.6,13.3,5.4,29,11,51.5,9.9,90.8,3,5.5,84672
1.8,8.7,14,3.2,28,12,47.6,9.9,90.8,2.5,5.9,77452
1.7,11.8,18.2,5.4,28,15,62.5,8.8,80.7,1.7,3.8,80497
2.2,12.9,19,8,53,28,71.6,9.2,85.2,1.6,4.4,92374
2.7,14,19.4,9,79,46,74.1,8.3,76.9,1.8,3.4,95411
1.7,13.8,18.2,8.6,46,22,52.1,9.2,85.2,2.5,4.8,95033
1.5,10.8,16.1,5.5,39,15,40.3,9,84.1,2,4.5,92267
1.7,11.9,19.6,5.8,47,21,42.9,9.7,90.7,1.5,3.2,97088
1.8,13.6,18.2,8.5,29,15,60.3,5.8,54.2,2.6,5,89444
13.6,13.7,15,11.6,41,23,84.3,0,0,2.3,4.5,32925
1.7,10.8,15.6,7.9,50,17,58.3,9.6,90.6,2.3,4.9,86705
0.5,5.1,8.6,2.7,24,9,47.5,9.2,86.8,3.5,8.4,69439
1.7,4.9,10.8,0.2,34,13,43.9,9.6,91.4,2.3,4.2,74159
1.8,9.6,15.9,3.4,41,17,61.5,8.4,80,1.8,3,85090
1.7,13.5,17.2,9.9,47,25,63.3,0.3,2.9,1.7,3.3,91815
0.1,14.6,18.1,12.2,89,38,68.8,7,67.3,2.7,4.9,84151
1.7,8.5,12.4,3.1,67,16,43.8,9.5,91.3,3.1,6.2,62244
1.5,5.5,8.9,0.7,28,9,40.9,6,58.3,1.8,4,73482
1.8,7.7,12.9,3.5,28,11,56.1,9.6,93.2,2.2,5,81965
1.7,9.3,16.5,3.5,43,22,53.5,9.6,93.2,1.6,2.6,86595
1.8,10.4,17.7,4.6,66,40,56.9,9.4,91.3,1.7,3.4,88193
2.2,12.2,17.6,8.5,73,44,71.5,5.5,53.9,1.6,3,90754
1.7,12.5,19.3,6.8,67,42,66.9,8,78.4,1.7,4,81553
2.9,11.1,14.9,8.2,72,48,75,6.8,66.7,1.7,3.7,69098
2,12.4,18.3,7.5,70,44,70.1,8.4,83.2,1.6,4.1,87583
0.1,15.9,20,11.7,62,40,67.5,1.3,12.9,2.3,4.5,81258
12.2,16.6,18.7,14.8,45,29,91.4,0,0,2.6,3.6,44452
86.9,13.6,19.1,6.9,19,11,90.5,0,0,4.2,7.3,34590
0,2.8,7,0.3,23,14,74.3,0,0,3.2,5.6,60332
0.2,6.5,12.8,-0.3,28,20,67.9,6.6,66,2.1,4.8,60290
4.8,5.6,9.1,1.5,28,20,80.5,0.4,4,2.5,5.7,34828
1.8,1.7,5.9,-1.5,27,17,61.4,9.2,92,2.3,4.9,58766
1.8,2.9,6.4,0.2,28,17,54.5,1.3,13.1,1.8,3.8,61865
1.7,4.6,9.5,0,38,24,64.1,4.6,46.5,1.5,3,64921
1.7,5.6,10.9,1.9,58,38,66.5,6.6,66.7,1.7,3.6,64297
0,4.1,7.7,0.6,45,30,61.6,5,50.5,2.7,5.3,58092
1.8,-0.1,2.8,-2.3,24,14,50,9,91.8,2.8,5.3,38492
1.8,-0.6,2.6,-3.6,26,16,59.6,1.5,15.3,2.2,4.5,32211
1.8,-0.2,4.3,-3.6,28,18,57.8,9.1,92.9,1.9,4.6,49925
1.8,1.1,6.7,-3.6,32,21,44.5,7.3,74.5,1.9,4,53885
1.6,2.4,6.1,0.5,34,20,41.4,3.4,34.7,1.8,3.9,55611
1.8,0.7,4.2,-2.3,26,17,47.1,9.1,93.8,2.7,4.9,51533
1.7,-0.6,4.4,-4.6,30,19,53.8,9,92.8,1.8,4.3,50915
1.7,2.1,6.6,-2.2,36,23,63.1,5.1,52.6,1.7,3.9,42953
1.7,4.5,9.1,1.2,45,33,66.9,6,61.9,1.8,4.3,40616
1.8,3.4,6.3,-0.7,56,41,57.5,7.4,76.3,2.6,5.6,49809
1.8,-0.5,4.1,-3.5,23,14,50,8.7,89.7,2,3.9,47614
1.8,1.5,6.2,-4.1,39,25,55.1,5.9,60.8,1.5,3,50476
0,5.8,9.3,3.2,63,44,69.9,1.1,11.5,1.7,3.5,53421
3.4,5.3,9.4,2.6,109,75,77.1,2.4,25,1.8,4.5,53536
1.7,2.3,6.1,-0.3,56,35,51.3,8.6,89.6,2.1,4.8,42146
2.9,-1.1,2,-6,36,25,74.9,1.1,11.5,2.9,6.1,14362
1.8,-7.7,-5,-9.7,23,12,49.1,8.9,92.7,3.4,5.3,28030
1.7,-8.3,-4.6,-11.1,19,11,43,9,93.8,2.8,5.2,28028
1.7,-8.3,-3.9,-11.2,22,13,43.9,9,93.8,2.6,4.6,27678
0,-4.9,0.8,-11.1,30,20,47,9,93.8,1.7,3.7,32315
0.2,-2.1,1.8,-6.4,36,24,57,5.5,57.3,3,5.4,30195
1.8,-5.1,-1.2,-9.6,27,14,45.1,9,93.8,2.4,5.1,24130
1.8,-3.7,1.1,-8.2,27,16,50.4,9.1,94.8,2,4.4,23442
